"zcta","City","population","ZIP_CODE","PO_NAME","STATE"
"75977","Wiergate",570,"75977","Wiergate","TX"
"75979","Woodville",10354,"75979","Woodville","TX"
"75979","Woodville",10354,"75990","Woodville","TX"
"75980","Zavalla",2453,"75980","Zavalla","TX"
"76001","Arlington",34102,"76001","Arlington","TX"
"76002","Arlington",35021,"76002","Arlington","TX"
"76005","Arlington",4412,"76005","Arlington","TX"
"76006","Arlington",25320,"76006","Arlington","TX"
"76008","Aledo",21844,"76008","Aledo","TX"
"76009","Alvarado",23376,"76009","Alvarado","TX"
"76010","Arlington",55894,"76010","Arlington","TX"
"76010","Arlington",55894,"76007","Arlington","TX"
"76010","Arlington",55894,"76004","Arlington","TX"
"76011","Arlington",23158,"76011","Arlington","TX"
"76012","Arlington",27080,"76012","Arlington","TX"
"76013","Arlington",36535,"76019","Arlington","TX"
"76013","Arlington",36535,"76013","Arlington","TX"
"76013","Arlington",36535,"76094","Arlington","TX"
"76014","Arlington",35954,"76014","Arlington","TX"
"76015","Arlington",17185,"76015","Arlington","TX"
"76016","Arlington",31091,"76016","Arlington","TX"
"76017","Arlington",45745,"76017","Arlington","TX"
"76017","Arlington",45745,"76003","Arlington","TX"
"76018","Arlington",27784,"76018","Arlington","TX"
"76018","Arlington",27784,"76096","Arlington","TX"
"76020","Azle",33469,"76020","Azle","TX"
"76020","Azle",33469,"76098","Azle","TX"
"76021","Bedford",35265,"76021","Bedford","TX"
"76021","Bedford",35265,"76095","Bedford","TX"
"76022","Bedford",14692,"76022","Bedford","TX"
"76023","Boyd",6825,"76023","Boyd","TX"
"76028","Burleson",74023,"76028","Burleson","TX"
"76028","Burleson",74023,"76097","Burleson","TX"
"76031","Cleburne",18398,"76031","Cleburne","TX"
"76033","Cleburne",27243,"76033","Cleburne","TX"
"76034","Colleyville",25988,"76034","Colleyville","TX"
"76035","Cresson",2649,"76035","Cresson","TX"
"76036","Crowley",31589,"76036","Crowley","TX"
"76039","Euless",39997,"76039","Euless","TX"
"76040","Euless",31899,"76040","Euless","TX"
"76041","Forreston",395,"76041","Forreston","TX"
"76043","Glen Rose",7060,"76043","Glen Rose","TX"
"76044","Godley",5715,"76044","Godley","TX"
"76048","Granbury",25764,"76048","Granbury","TX"
"76049","Granbury",30784,"76049","Granbury","TX"
"76050","Grandview",7315,"76050","Grandview","TX"
"76051","Grapevine",49969,"76099","Grapevine","TX"
"76051","Grapevine",49969,"76051","Grapevine","TX"
"76052","Haslet",26675,"76052","Haslet","TX"
"76053","Hurst",31935,"76053","Hurst","TX"
"76054","Hurst",12120,"76054","Hurst","TX"
"76055","Itasca",3076,"76055","Itasca","TX"
"76058","Joshua",20940,"76058","Joshua","TX"
"76059","Keene",4928,"76059","Keene","TX"
"76060","Kennedale",8653,"76060","Kennedale","TX"
"76061","Lillian",192,"76061","Lillian","TX"
"76063","Mansfield",76914,"76063","Mansfield","TX"
"76064","Maypearl",1929,"76064","Maypearl","TX"
"76065","Midlothian",42827,"76065","Midlothian","TX"
"76066","Millsap",3816,"76066","Millsap","TX"
"76067","Mineral Wells",20473,"76067","Mineral Wells","TX"
"76067","Mineral Wells",20473,"76068","Mineral Wells","TX"
"76070","Nemo",601,"76070","Nemo","TX"
"76071","Newark",4220,"76071","Newark","TX"
"76073","Paradise",6579,"76073","Paradise","TX"
"76077","Rainbow",555,"76077","Rainbow","TX"
"76078","Rhome",9979,"76078","Rhome","TX"
"76082","Springtown",21514,"76082","Springtown","TX"
"76084","Venus",11979,"76084","Venus","TX"
"76085","Weatherford",12249,"76085","Weatherford","TX"
"76086","Weatherford",21429,"76086","Weatherford","TX"
"76087","Weatherford",33346,"76087","Weatherford","TX"
"76088","Weatherford",13794,"76485","Peaster","TX"
"76088","Weatherford",13794,"76088","Weatherford","TX"
"76092","Southlake",31924,"76092","Southlake","TX"
"76093","Rio Vista",2271,"76093","Rio Vista","TX"
"76102","Fort Worth",13236,"76101","Fort Worth","TX"
"76102","Fort Worth",13236,"76113","Fort Worth","TX"
"76102","Fort Worth",13236,"76150","Fort Worth","TX"
"76102","Fort Worth",13236,"76197","Fort Worth","TX"
"76102","Fort Worth",13236,"76195","Fort Worth","TX"
"76102","Fort Worth",13236,"76193","Fort Worth","TX"
"76102","Fort Worth",13236,"76191","Fort Worth","TX"
"76102","Fort Worth",13236,"76166","Fort Worth","TX"
"76102","Fort Worth",13236,"76102","Fort Worth","TX"
"76102","Fort Worth",13236,"76198","Fort Worth","TX"
"76102","Fort Worth",13236,"76196","Fort Worth","TX"
"76102","Fort Worth",13236,"76199","Fort Worth","TX"
"76103","Fort Worth",15394,"76103","Fort Worth","TX"
"76104","Fort Worth",21571,"76104","Fort Worth","TX"
"76105","Fort Worth",23445,"76105","Fort Worth","TX"
"76106","Fort Worth",36521,"76161","Fort Worth","TX"
"76106","Fort Worth",36521,"76106","Fort Worth","TX"
"76107","Fort Worth",31591,"76147","Fort Worth","TX"
"76107","Fort Worth",31591,"76107","Fort Worth","TX"
"76108","Fort Worth",46170,"76108","Fort Worth","TX"
"76109","Fort Worth",25373,"76130","Fort Worth","TX"
"76109","Fort Worth",25373,"76109","Fort Worth","TX"
"76109","Fort Worth",25373,"76185","Fort Worth","TX"
"76110","Fort Worth",29858,"76110","Fort Worth","TX"
"76111","Fort Worth",22512,"76111","Fort Worth","TX"
"76112","Fort Worth",43132,"76124","Fort Worth","TX"
"76112","Fort Worth",43132,"76112","Fort Worth","TX"
"76114","Fort Worth",26676,"76114","Fort Worth","TX"
"76115","Fort Worth",20956,"76115","Fort Worth","TX"
"76115","Fort Worth",20956,"76122","Fort Worth","TX"
"76116","Fort Worth",51639,"76116","Fort Worth","TX"
"76116","Fort Worth",51639,"76121","Fort Worth","TX"
"76117","Haltom City",33398,"76117","Haltom City","TX"
"76118","Fort Worth",16537,"76118","Fort Worth","TX"
"76119","Fort Worth",50850,"76119","Fort Worth","TX"
"76120","Fort Worth",19240,"76120","Fort Worth","TX"
"76123","Fort Worth",37981,"76123","Fort Worth","TX"
"76126","Fort Worth",25444,"76126","Fort Worth","TX"
"76127","Naval Air Station Jrb",2214,"76127","Naval Air Station JRB","TX"
"76129","Fort Worth",2579,"76129","Fort Worth","TX"
"76131","Fort Worth",48515,"76131","Fort Worth","TX"
"76132","Fort Worth",26249,"76132","Fort Worth","TX"
"76132","Fort Worth",26249,"76162","Fort Worth","TX"
"76133","Fort Worth",51811,"76163","Fort Worth","TX"
"76133","Fort Worth",51811,"76133","Fort Worth","TX"
"76134","Fort Worth",27362,"76134","Fort Worth","TX"
"76135","Fort Worth",22009,"76136","Fort Worth","TX"
"76135","Fort Worth",22009,"76135","Fort Worth","TX"
"76137","Fort Worth",60555,"76137","Fort Worth","TX"
"76137","Fort Worth",60555,"76190","Fort Worth","TX"
"76140","Fort Worth",32623,"76140","Fort Worth","TX"
"76148","Fort Worth",23587,"76148","Fort Worth","TX"
"76155","Fort Worth",5647,"76155","Fort Worth","TX"
"76164","Fort Worth",15602,"76164","Fort Worth","TX"
"76177","Fort Worth",23001,"76177","Fort Worth","TX"
"76179","Fort Worth",68333,"76179","Fort Worth","TX"
"76179","Fort Worth",68333,"76192","Fort Worth","TX"
"76180","North Richland Hills",37087,"76181","Fort Worth","TX"
"76180","North Richland Hills",37087,"76180","North Richland Hills","TX"
"76182","North Richland Hills",31117,"76182","North Richland Hills","TX"
"76201","Denton",27610,"76202","Denton","TX"
"76201","Denton",27610,"76204","Denton","TX"
"76201","Denton",27610,"76201","Denton","TX"
"76203","Denton",224,"76203","Denton","TX"
"76205","Denton",18969,"76206","Denton","TX"
"76205","Denton",18969,"76205","Denton","TX"
"76207","Denton",16097,"76207","Denton","TX"
"76208","Denton",27084,"76208","Denton","TX"
"76209","Denton",28088,"76209","Denton","TX"
"76210","Denton",46211,"76210","Denton","TX"
"76225","Alvord",3789,"76225","Alvord","TX"
"76226","Argyle",37214,"76226","Argyle","TX"
"76227","Aubrey",47118,"76227","Aubrey","TX"
"76228","Bellevue",1001,"76228","Bellevue","TX"
"76230","Bowie",9992,"76230","Bowie","TX"
"76233","Collinsville",3719,"76233","Collinsville","TX"
"76234","Decatur",18755,"76246","Greenwood","TX"
"76234","Decatur",18755,"76234","Decatur","TX"
"76238","Era",447,"76238","Era","TX"
"76239","Forestburg",1022,"76239","Forestburg","TX"
"76240","Gainesville",28349,"76240","Gainesville","TX"
"76241","Gainesville",5,"76241","Gainesville","TX"
"76244","Keller",77154,"76244","Keller","TX"
"76245","Gordonville",1954,"76245","Gordonville","TX"
"76247","Justin",17178,"76247","Justin","TX"
"76248","Keller",40894,"76248","Keller","TX"
"76249","Krum",9411,"76249","Krum","TX"
"76250","Lindsay",945,"76250","Lindsay","TX"
"76251","Montague",719,"76251","Montague","TX"
"76252","Muenster",2851,"76252","Muenster","TX"
"76253","Myra",191,"76253","Myra","TX"
"76255","Nocona",5448,"76255","Nocona","TX"
"76258","Pilot Point",7409,"76258","Pilot Point","TX"
"76259","Ponder",6321,"76259","Ponder","TX"
"76261","Ringgold",242,"76261","Ringgold","TX"
"76262","Roanoke",42592,"76262","Roanoke","TX"
"76263","Rosston",48,"76263","Rosston","TX"
"76264","Sadler",1497,"76264","Sadler","TX"
"76265","Saint Jo",1585,"76265","Saint Jo","TX"
"76266","Sanger",16779,"76266","Sanger","TX"
"76267","Slidell",147,"76267","Slidell","TX"
"76268","Southmayd",220,"76268","Southmayd","TX"
"76270","Sunset",2217,"76270","Sunset","TX"
"76271","Tioga",1879,"76271","Tioga","TX"
"76272","Valley View",5494,"76272","Valley View","TX"
"76273","Whitesboro",9857,"76273","Whitesboro","TX"
"76301","Wichita Falls",15320,"76301","Wichita Falls","TX"
"76301","Wichita Falls",15320,"76307","Wichita Falls","TX"
"76302","Wichita Falls",12400,"76302","Wichita Falls","TX"
"76305","Wichita Falls",5151,"76305","Wichita Falls","TX"
"76306","Wichita Falls",14664,"76306","Wichita Falls","TX"
"76308","Wichita Falls",20305,"76308","Wichita Falls","TX"
"76309","Wichita Falls",13053,"76309","Wichita Falls","TX"
"76310","Wichita Falls",20204,"76310","Wichita Falls","TX"
"76311","Sheppard AFB",6349,"76311","Sheppard AFB","TX"
"76351","Archer City",1817,"76351","Archer City","TX"
"76354","Burkburnett",11496,"76354","Burkburnett","TX"
"76357","Byers",685,"76357","Byers","TX"
"76360","Electra",2886,"76369","Kamay","TX"
"76360","Electra",2886,"76360","Electra","TX"
"76363","Goree",231,"76363","Goree","TX"
"76364","Harrold",181,"76364","Harrold","TX"
"76365","Henrietta",4775,"76365","Henrietta","TX"
"76365","Henrietta",4775,"76352","Bluegrove","TX"
"76366","Holliday",2023,"76366","Holliday","TX"
"76367","Iowa Park",13457,"76367","Iowa Park","TX"
"76370","Megargel",238,"76370","Megargel","TX"
"76371","Munday",1513,"76371","Munday","TX"
"76372","Newcastle",869,"76372","Newcastle","TX"
"76373","Oklaunion",161,"76373","Oklaunion","TX"
"76374","Olney",3883,"76374","Olney","TX"
"76377","Petrolia",592,"76377","Petrolia","TX"
"76379","Scotland",519,"76379","Scotland","TX"
"76380","Seymour",3522,"76380","Seymour","TX"
"76384","Vernon",12374,"76385","Vernon","TX"
"76384","Vernon",12374,"76384","Vernon","TX"
"76388","Weinert",200,"76388","Weinert","TX"
"76389","Windthorst",1213,"76389","Windthorst","TX"
"76401","Stephenville",30144,"76401","Stephenville","TX"
"76401","Stephenville",30144,"76461","Lingleville","TX"
"76402","Stephenville",980,"76402","Stephenville","TX"
"76424","Breckenridge",8417,"76424","Breckenridge","TX"
"76426","Bridgeport",11727,"76426","Bridgeport","TX"
"76427","Bryson",643,"76427","Bryson","TX"
"76429","Caddo",207,"76429","Caddo","TX"
"76430","Albany",2317,"76430","Albany","TX"
"76431","Chico",3517,"76431","Chico","TX"
"76432","Blanket",1261,"76432","Blanket","TX"
"76433","Bluff Dale",1998,"76467","Paluxy","TX"
"76433","Bluff Dale",1998,"76433","Bluff Dale","TX"
"76433","Bluff Dale",1998,"76465","Morgan Mill","TX"
"76435","Carbon",691,"76435","Carbon","TX"
"76436","Carlton",272,"76436","Carlton","TX"
"76437","Cisco",5770,"76437","Cisco","TX"
"76439","Dennis",28,"76439","Dennis","TX"
"76442","Comanche",7573,"76442","Comanche","TX"
"76443","Cross Plains",1685,"76443","Cross Plains","TX"
"76444","De Leon",3676,"76444","De Leon","TX"
"76445","Desdemona",323,"76445","Desdemona","TX"
"76446","Dublin",8534,"76446","Dublin","TX"
"76446","Dublin",8534,"76468","Proctor","TX"
"76448","Eastland",5417,"76448","Eastland","TX"
"76449","Graford",2542,"76449","Graford","TX"
"76450","Graham",13026,"76450","Graham","TX"
"76452","Energy",111,"76452","Energy","TX"
"76453","Gordon",1177,"76453","Gordon","TX"
"76454","Gorman",1492,"76454","Gorman","TX"
"76455","Gustine",804,"76455","Gustine","TX"
"76457","Hico",3770,"76457","Hico","TX"
"76458","Jacksboro",6042,"76458","Jacksboro","TX"
"76459","Jermyn",184,"76459","Jermyn","TX"
"76460","Loving",394,"76460","Loving","TX"
"76462","Lipan",3820,"76462","Lipan","TX"
"76463","Mingus",499,"76463","Mingus","TX"
"76464","Moran",505,"76464","Moran","TX"
"76466","Olden",156,"76466","Olden","TX"
"76469","Putnam",88,"76469","Putnam","TX"
"76470","Ranger",3072,"76470","Ranger","TX"
"76471","Rising Star",1712,"76471","Rising Star","TX"
"76472","Santo",1432,"76472","Santo","TX"
"76474","Sidney",237,"76474","Sidney","TX"
"76475","Strawn",877,"76475","Strawn","TX"
"76476","Tolar",3056,"76476","Tolar","TX"
"76481","South Bend",196,"76481","South Bend","TX"
"76483","Throckmorton",963,"76483","Throckmorton","TX"
"76484","Palo Pinto",1020,"76484","Palo Pinto","TX"
"76486","Perrin",1273,"76486","Perrin","TX"
"76487","Poolville",3238,"76487","Poolville","TX"
"76490","Whitt",99,"76490","Whitt","TX"
"76491","Woodson",387,"76491","Woodson","TX"
"76501","Temple",16987,"76533","Heidenheimer","TX"
"76501","Temple",16987,"76501","Temple","TX"
"76501","Temple",16987,"76503","Temple","TX"
"76502","Temple",47297,"76502","Temple","TX"
"76504","Temple",24682,"76508","Temple","TX"
"76504","Temple",24682,"76504","Temple","TX"
"76511","Bartlett",2451,"76511","Bartlett","TX"
"76513","Belton",43698,"76513","Belton","TX"
"76518","Buckholts",1220,"76518","Buckholts","TX"
"76519","Burlington",560,"76519","Burlington","TX"
"76520","Cameron",8068,"76520","Cameron","TX"
"76522","Copperas Cove",41123,"76522","Copperas Cove","TX"
"76523","Davilla",181,"76523","Davilla","TX"
"76524","Eddy",2700,"76524","Eddy","TX"
"76525","Evant",1021,"76525","Evant","TX"
"76527","Florence",4688,"76527","Florence","TX"
"76528","Gatesville",18773,"76526","Flat","TX"
"76528","Gatesville",18773,"76558","Mound","TX"
"76528","Gatesville",18773,"76528","Gatesville","TX"
"76530","Granger",2654,"76530","Granger","TX"
"76531","Hamilton",4695,"76531","Hamilton","TX"
"76534","Holland",2659,"76534","Holland","TX"
"76537","Jarrell",10943,"76537","Jarrell","TX"
"76538","Jonesboro",952,"76538","Jonesboro","TX"
"76539","Kempner",8960,"76539","Kempner","TX"
"76541","Killeen",19641,"76540","Killeen","TX"
"76541","Killeen",19641,"76541","Killeen","TX"
"76542","Killeen",53312,"76547","Killeen","TX"
"76542","Killeen",53312,"76542","Killeen","TX"
"76543","Killeen",30545,"76543","Killeen","TX"
"76544","Fort Hood",28404,"76544","Fort Hood","TX"
"76548","Harker Heights",32714,"76548","Harker Heights","TX"
"76549","Killeen",56199,"76549","Killeen","TX"
"76550","Lampasas",12840,"76550","Lampasas","TX"
"76554","Little River Academy",2139,"76554","Little River Academy","TX"
"76556","Milano",1503,"76556","Milano","TX"
"76557","Moody",5318,"76557","Moody","TX"
"76559","Nolanville",6354,"76559","Nolanville","TX"
"76561","Oglesby",1062,"76561","Oglesby","TX"
"76565","Pottsville",73,"76565","Pottsville","TX"
"76566","Purmela",355,"76566","Purmela","TX"
"76567","Rockdale",9163,"76567","Rockdale","TX"
"76569","Rogers",2661,"76569","Rogers","TX"
"76570","Rosebud",2376,"76570","Rosebud","TX"
"76571","Salado",8937,"76571","Salado","TX"
"76573","Schwertner",26,"76573","Schwertner","TX"
"76574","Taylor",19366,"76574","Taylor","TX"
"76577","Thorndale",3262,"76577","Thorndale","TX"
"76578","Thrall",1817,"76578","Thrall","TX"
"76579","Troy",5120,"76579","Troy","TX"
"76579","Troy",5120,"76564","Pendleton","TX"
"76596","Gatesville",1159,"76596","Gatesville","TX"
"76597","Gatesville",3233,"76597","Gatesville","TX"
"76598","Gatesville",440,"76598","Gatesville","TX"
"76599","Gatesville",1367,"76599","Gatesville","TX"
"76621","Abbott",996,"76621","Abbott","TX"
"76622","Aquilla",1148,"76622","Aquilla","TX"
"76623","Avalon",208,"76623","Avalon","TX"
"76624","Axtell",2487,"76624","Axtell","TX"
"76626","Blooming Grove",1662,"76626","Blooming Grove","TX"
"76627","Blum",1687,"76627","Blum","TX"
"76628","Brandon",87,"76628","Brandon","TX"
"76629","Bremond",1980,"76629","Bremond","TX"
"76630","Bruceville",1878,"76630","Bruceville","TX"
"76631","Bynum",394,"76631","Bynum","TX"
"76632","Chilton",1544,"76632","Chilton","TX"
"76633","China Spring",5665,"76633","China Spring","TX"
"76634","Clifton",7313,"76644","Laguna Park","TX"
"76634","Clifton",7313,"76634","Clifton","TX"
"76635","Coolidge",1138,"76635","Coolidge","TX"
"76636","Covington",1502,"76636","Covington","TX"
"76637","Cranfills Gap",485,"76637","Cranfills Gap","TX"
"76638","Crawford",3130,"76638","Crawford","TX"
"76639","Dawson",1621,"76639","Dawson","TX"
"76640","Elm Mott",3063,"76640","Elm Mott","TX"
"76641","Frost",1761,"76641","Frost","TX"
"76642","Groesbeck",6641,"76642","Groesbeck","TX"
"76643","Hewitt",16044,"76643","Hewitt","TX"
"76645","Hillsboro",11274,"76645","Hillsboro","TX"
"76648","Hubbard",2520,"76648","Hubbard","TX"
"76649","Iredell",762,"76649","Iredell","TX"
"76650","Irene",46,"76650","Irene","TX"
"76651","Italy",3373,"76651","Italy","TX"
"76652","Kopperl",1078,"76652","Kopperl","TX"
"76653","Kosse",1145,"76653","Kosse","TX"
"76654","Leroy",132,"76654","Leroy","TX"
"76655","Lorena",10227,"76655","Lorena","TX"
"76656","Lott",2229,"76656","Lott","TX"
"76657","Mc Gregor",11444,"76657","Mc Gregor","TX"
"76660","Malone",484,"76660","Malone","TX"
"76661","Marlin",7982,"76661","Marlin","TX"
"76664","Mart",3269,"76664","Mart","TX"
"76665","Meridian",2390,"76665","Meridian","TX"
"76666","Mertens",305,"76666","Mertens","TX"
"76667","Mexia",10801,"76667","Mexia","TX"
"76670","Milford",1512,"76670","Milford","TX"
"76671","Morgan",1988,"76671","Morgan","TX"
"76673","Mount Calm",1176,"76673","Mount Calm","TX"
"76676","Penelope",315,"76676","Penelope","TX"
"76678","Prairie Hill",111,"76678","Prairie Hill","TX"
"76679","Purdon",1442,"76679","Purdon","TX"
"76680","Reagan",284,"76680","Reagan","TX"
"76681","Richland",520,"76681","Richland","TX"
"76682","Riesel",2798,"76682","Riesel","TX"
"76685","Satin",91,"76685","Satin","TX"
"76686","Tehuacana",242,"76686","Tehuacana","TX"
"76687","Thornton",1500,"76687","Thornton","TX"
"76689","Valley Mills",3991,"76689","Valley Mills","TX"
"76690","Walnut Springs",1473,"76690","Walnut Springs","TX"
"76691","West",6588,"76691","West","TX"
"76691","West",6588,"76684","Ross","TX"
"76692","Whitney",10562,"76692","Whitney","TX"
"76693","Wortham",1866,"76693","Wortham","TX"
"76701","Waco",1674,"76701","Waco","TX"
"76704","Waco",7220,"76715","Waco","TX"
"76704","Waco",7220,"76704","Waco","TX"
"76705","Waco",31736,"76705","Waco","TX"
"76706","Waco",39303,"76706","Waco","TX"
"76706","Waco",39303,"76716","Waco","TX"
"76706","Waco",39303,"76703","Waco","TX"
"76706","Waco",39303,"76799","Waco","TX"
"76707","Waco",16227,"76707","Waco","TX"
"76708","Waco",28499,"76708","Waco","TX"
"76710","Waco",24874,"76710","Waco","TX"
"76710","Waco",24874,"76797","Waco","TX"
"76710","Waco",24874,"76714","Waco","TX"
"76710","Waco",24874,"76702","Waco","TX"
"76711","Waco",9806,"76711","Waco","TX"
"76712","Woodway",27800,"76712","Woodway","TX"
"76798","Waco",2473,"76798","Waco","TX"
"76801","Brownwood",25401,"76804","Brownwood","TX"
"76801","Brownwood",25401,"76801","Brownwood","TX"
"76802","Early",5503,"76802","Early","TX"
"76802","Early",5503,"76803","Early","TX"
"76820","Art",104,"76820","Art","TX"
"76821","Ballinger",4618,"76821","Ballinger","TX"
"76823","Bangs",2784,"76823","Bangs","TX"
"76824","Bend",6,"76824","Bend","TX"
"76825","Brady",6592,"76825","Brady","TX"
"76827","Brookesmith",390,"76827","Brookesmith","TX"
"76828","Burkett",175,"76828","Burkett","TX"
"76831","Castell",31,"76831","Castell","TX"
"76832","Cherokee",551,"76832","Cherokee","TX"
"76834","Coleman",4991,"76834","Coleman","TX"
"76836","Doole",54,"76836","Doole","TX"
"76837","Eden",2313,"76837","Eden","TX"
"76841","Fort Mc Kavett",73,"76841","Fort Mc Kavett","TX"
"76842","Fredonia",218,"76842","Fredonia","TX"
"76844","Goldthwaite",3334,"76844","Goldthwaite","TX"
"76845","Gouldbusk",183,"76845","Gouldbusk","TX"
"76848","Hext",68,"76848","Hext","TX"
"76849","Junction",3482,"76849","Junction","TX"
"76849","Junction",3482,"76883","Telegraph","TX"
"76852","Lohn",215,"76852","Lohn","TX"
"76853","Lometa",1543,"76853","Lometa","TX"
"76854","London",377,"76854","London","TX"
"76856","Mason",3574,"76856","Mason","TX"
"76857","May",1829,"76857","May","TX"
"76858","Melvin",213,"76858","Melvin","TX"
"76859","Menard",1905,"76859","Menard","TX"
"76861","Miles",2116,"76861","Miles","TX"
"76862","Millersview",230,"76862","Millersview","TX"
"76864","Mullin",707,"76864","Mullin","TX"
"76865","Norton",123,"76865","Norton","TX"
"76866","Paint Rock",627,"76866","Paint Rock","TX"
"76869","Pontotoc",52,"76869","Pontotoc","TX"
"76870","Priddy",59,"76870","Priddy","TX"
"76871","Richland Springs",648,"76871","Richland Springs","TX"
"76872","Rochelle",602,"76872","Rochelle","TX"
"76873","Rockwood",65,"76873","Rockwood","TX"
"76874","Roosevelt",55,"76874","Roosevelt","TX"
"76875","Rowena",604,"76875","Rowena","TX"
"76875","Rowena",604,"76855","Lowake","TX"
"76877","San Saba",4374,"76877","San Saba","TX"
"76878","Santa Anna",1492,"76878","Santa Anna","TX"
"76880","Star",16,"76880","Star","TX"
"76882","Talpa",309,"76882","Talpa","TX"
"76884","Valera",117,"76884","Valera","TX"
"76885","Valley Spring",133,"76885","Valley Spring","TX"
"76887","Voca",118,"76887","Voca","TX"
"76888","Voss",117,"76888","Voss","TX"
"76890","Zephyr",878,"76890","Zephyr","TX"
"76901","San Angelo",31084,"76901","San Angelo","TX"
"76902","San Angelo",5,"76902","San Angelo","TX"
"76903","San Angelo",32215,"76903","San Angelo","TX"
"76904","San Angelo",36736,"76904","San Angelo","TX"
"76904","San Angelo",36736,"76906","San Angelo","TX"
"76905","San Angelo",13635,"76886","Veribest","TX"
"76905","San Angelo",13635,"76905","San Angelo","TX"
"76908","Goodfellow AFB",1515,"76908","Goodfellow AFB","TX"
"76909","San Angelo",195,"76909","San Angelo","TX"
"76930","Barnhart",115,"76930","Barnhart","TX"
"76932","Big Lake",3379,"76932","Big Lake","TX"
"76933","Bronte",1319,"76933","Bronte","TX"
"76934","Carlsbad",1336,"76934","Carlsbad","TX"
"76935","Christoval",1714,"76935","Christoval","TX"
"76936","Eldorado",2357,"76936","Eldorado","TX"
"76937","Eola",122,"76937","Eola","TX"
"76939","Knickerbocker",28,"76939","Knickerbocker","TX"
"76940","Mereta",128,"76940","Mereta","TX"
"76941","Mertzon",1273,"76941","Mertzon","TX"
"76943","Ozona",3027,"76943","Ozona","TX"
"76945","Robert Lee",1745,"76945","Robert Lee","TX"
"76945","Robert Lee",1745,"76949","Silver","TX"
"76950","Sonora",3379,"76950","Sonora","TX"
"76951","Sterling City",1372,"76951","Sterling City","TX"
"76953","Tennyson",51,"76953","Tennyson","TX"
"76955","Vancourt",137,"76955","Vancourt","TX"
"76957","Wall",68,"76957","Wall","TX"
"76958","Water Valley",301,"76958","Water Valley","TX"
"77002","Houston",19844,"77297","Houston","TX"
"77002","Houston",19844,"77203","Houston","TX"
"77002","Houston",19844,"77052","Houston","TX"
"77002","Houston",19844,"77002","Houston","TX"
"77002","Houston",19844,"77208","Houston","TX"
"77003","Houston",11874,"77003","Houston","TX"
"77004","Houston",37005,"77004","Houston","TX"
"77004","Houston",37005,"77288","Houston","TX"
"77005","Houston",28241,"77005","Houston","TX"
"77005","Houston",28241,"77277","Houston","TX"
"77005","Houston",28241,"77265","Houston","TX"
"77006","Houston",24129,"77006","Houston","TX"
"77006","Houston",24129,"77266","Houston","TX"
"77007","Houston",42908,"77252","Houston","TX"
"77007","Houston",42908,"77001","Houston","TX"
"77007","Houston",42908,"77251","Houston","TX"
"77007","Houston",42908,"77210","Houston","TX"
"77007","Houston",42908,"77253","Houston","TX"
"77007","Houston",42908,"77201","Houston","TX"
"77007","Houston",42908,"77212","Houston","TX"
"77007","Houston",42908,"77209","Houston","TX"
"77007","Houston",42908,"77299","Houston","TX"
"77007","Houston",42908,"77007","Houston","TX"
"77008","Houston",36631,"77270","Houston","TX"
"77008","Houston",36631,"77008","Houston","TX"
"77008","Houston",36631,"77248","Houston","TX"
"77009","Houston",36425,"77009","Houston","TX"
"77009","Houston",36425,"77249","Houston","TX"
"77010","Houston",883,"77010","Houston","TX"
"77011","Houston",16841,"77011","Houston","TX"
"77012","Houston",18397,"77262","Houston","TX"
"77012","Houston",18397,"77012","Houston","TX"
"77013","Houston",16815,"77229","Houston","TX"
"77013","Houston",16815,"77213","Houston","TX"
"77013","Houston",16815,"77013","Houston","TX"
"77014","Houston",35161,"77014","Houston","TX"
"77014","Houston",35161,"77268","Houston","TX"
"77015","Houston",57106,"77015","Houston","TX"
"77016","Houston",29966,"77016","Houston","TX"
"77017","Houston",31659,"77217","Houston","TX"
"77017","Houston",31659,"77287","Houston","TX"
"77017","Houston",31659,"77017","Houston","TX"
"77017","Houston",31659,"77207","Houston","TX"
"77018","Houston",27870,"77206","Houston","TX"
"77018","Houston",27870,"77018","Houston","TX"
"77018","Houston",27870,"77292","Houston","TX"
"77019","Houston",24136,"77019","Houston","TX"
"77019","Houston",24136,"77219","Houston","TX"
"77020","Houston",24846,"77220","Houston","TX"
"77020","Houston",24846,"77020","Houston","TX"
"77021","Houston",28055,"77221","Houston","TX"
"77021","Houston",28055,"77021","Houston","TX"
"77022","Houston",28748,"77222","Houston","TX"
"77022","Houston",28748,"77022","Houston","TX"
"77023","Houston",26780,"77023","Houston","TX"
"77023","Houston",26780,"77261","Houston","TX"
"77023","Houston",26780,"77223","Houston","TX"
"77024","Houston",39565,"77024","Houston","TX"
"77024","Houston",39565,"77279","Houston","TX"
"77024","Houston",39565,"77224","Houston","TX"
"77025","Houston",28510,"77225","Houston","TX"
"77025","Houston",28510,"77025","Houston","TX"
"77026","Houston",23405,"77026","Houston","TX"
"77026","Houston",23405,"77226","Houston","TX"
"77027","Houston",18987,"77227","Houston","TX"
"77027","Houston",18987,"77256","Houston","TX"
"77027","Houston",18987,"77027","Houston","TX"
"77028","Houston",18701,"77028","Houston","TX"
"77029","Houston",17044,"77029","Houston","TX"
"77030","Houston",13221,"77030","Houston","TX"
"77031","Houston",15678,"77271","Houston","TX"
"77031","Houston",15678,"77031","Houston","TX"
"77032","Houston",13497,"77205","Houston","TX"
