"zcta","City","population","ZIP_CODE","PO_NAME","STATE"
"77032","Houston",13497,"77315","North Houston","TX"
"77032","Houston",13497,"77032","Houston","TX"
"77033","Houston",28369,"77033","Houston","TX"
"77034","Houston",38186,"77216","Houston","TX"
"77034","Houston",38186,"77034","Houston","TX"
"77034","Houston",38186,"77234","Houston","TX"
"77035","Houston",37417,"77035","Houston","TX"
"77035","Houston",37417,"77231","Houston","TX"
"77035","Houston",37417,"77235","Houston","TX"
"77036","Houston",75870,"77036","Houston","TX"
"77037","Houston",19569,"77037","Houston","TX"
"77038","Houston",30483,"77038","Houston","TX"
"77039","Houston",28740,"77039","Houston","TX"
"77040","Houston",49524,"77040","Houston","TX"
"77040","Houston",49524,"77240","Houston","TX"
"77040","Houston",49524,"77241","Houston","TX"
"77041","Houston",35958,"77041","Houston","TX"
"77042","Houston",41177,"77215","Houston","TX"
"77042","Houston",41177,"77242","Houston","TX"
"77042","Houston",41177,"77042","Houston","TX"
"77043","Houston",26281,"77043","Houston","TX"
"77044","Houston",55665,"77044","Houston","TX"
"77045","Houston",32411,"77245","Houston","TX"
"77045","Houston",32411,"77045","Houston","TX"
"77046","Houston",1742,"77046","Houston","TX"
"77047","Houston",32088,"77047","Houston","TX"
"77048","Houston",20536,"77048","Houston","TX"
"77049","Houston",38788,"77049","Houston","TX"
"77050","Houston",5004,"77050","Houston","TX"
"77051","Houston",18323,"77233","Houston","TX"
"77051","Houston",18323,"77051","Houston","TX"
"77053","Houston",30350,"77053","Houston","TX"
"77054","Houston",24419,"77230","Houston","TX"
"77054","Houston",24419,"77054","Houston","TX"
"77055","Houston",42766,"77255","Houston","TX"
"77055","Houston",42766,"77055","Houston","TX"
"77056","Houston",24115,"77056","Houston","TX"
"77057","Houston",43669,"77057","Houston","TX"
"77057","Houston",43669,"77257","Houston","TX"
"77057","Houston",43669,"77237","Houston","TX"
"77058","Houston",19442,"77258","Houston","TX"
"77058","Houston",19442,"77058","Houston","TX"
"77059","Houston",18568,"77059","Houston","TX"
"77060","Houston",42707,"77060","Houston","TX"
"77061","Houston",23398,"77061","Houston","TX"
"77062","Houston",25095,"77062","Houston","TX"
"77062","Houston",25095,"77289","Houston","TX"
"77062","Houston",25095,"77259","Houston","TX"
"77063","Houston",38298,"77263","Houston","TX"
"77063","Houston",38298,"77063","Houston","TX"
"77064","Houston",48243,"77064","Houston","TX"
"77065","Houston",37144,"77065","Houston","TX"
"77066","Houston",34443,"77066","Houston","TX"
"77067","Houston",31729,"77067","Houston","TX"
"77067","Houston",31729,"77267","Houston","TX"
"77068","Houston",11764,"77068","Houston","TX"
"77068","Houston",11764,"77202","Houston","TX"
"77069","Houston",19299,"77069","Houston","TX"
"77070","Houston",52943,"77269","Houston","TX"
"77070","Houston",52943,"77070","Houston","TX"
"77071","Houston",26949,"77071","Houston","TX"
"77072","Houston",56271,"77272","Houston","TX"
"77072","Houston",56271,"77411","Alief","TX"
"77072","Houston",56271,"77072","Houston","TX"
"77073","Houston",46071,"77073","Houston","TX"
"77074","Houston",40199,"77274","Houston","TX"
"77074","Houston",40199,"77236","Houston","TX"
"77074","Houston",40199,"77074","Houston","TX"
"77075","Houston",38873,"77275","Houston","TX"
"77075","Houston",38873,"77075","Houston","TX"
"77076","Houston",32349,"77076","Houston","TX"
"77077","Houston",61302,"77282","Houston","TX"
"77077","Houston",61302,"77244","Houston","TX"
"77077","Houston",61302,"77077","Houston","TX"
"77078","Houston",14855,"77078","Houston","TX"
"77078","Houston",14855,"77228","Houston","TX"
"77079","Houston",36404,"77079","Houston","TX"
"77080","Houston",45428,"77080","Houston","TX"
"77080","Houston",45428,"77243","Houston","TX"
"77080","Houston",45428,"77280","Houston","TX"
"77081","Houston",48293,"77081","Houston","TX"
"77082","Houston",57493,"77082","Houston","TX"
"77083","Houston",73763,"77083","Houston","TX"
"77084","Houston",109808,"77284","Houston","TX"
"77084","Houston",109808,"77084","Houston","TX"
"77084","Houston",109808,"77218","Houston","TX"
"77085","Houston",17785,"77085","Houston","TX"
"77086","Houston",29366,"77086","Houston","TX"
"77087","Houston",34654,"77087","Houston","TX"
"77088","Houston",54320,"77238","Houston","TX"
"77088","Houston",54320,"77291","Houston","TX"
"77088","Houston",54320,"77088","Houston","TX"
"77089","Houston",56994,"77089","Houston","TX"
"77090","Houston",42285,"77090","Houston","TX"
"77090","Houston",42285,"77290","Houston","TX"
"77090","Houston",42285,"77273","Houston","TX"
"77091","Houston",28020,"77091","Houston","TX"
"77092","Houston",34903,"77092","Houston","TX"
"77093","Houston",47736,"77293","Houston","TX"
"77093","Houston",47736,"77093","Houston","TX"
"77094","Houston",11150,"77094","Houston","TX"
"77095","Houston",71206,"77095","Houston","TX"
"77096","Houston",34510,"77096","Houston","TX"
"77098","Houston",15717,"77254","Houston","TX"
"77098","Houston",15717,"77098","Houston","TX"
"77099","Houston",49849,"77099","Houston","TX"
"77204","Houston",4280,"77204","Houston","TX"
"77301","Conroe",35923,"77301","Conroe","TX"
"77301","Conroe",35923,"77305","Conroe","TX"
"77302","Conroe",19384,"77302","Conroe","TX"
"77303","Conroe",20974,"77303","Conroe","TX"
"77304","Conroe",35969,"77304","Conroe","TX"
"77306","Conroe",15127,"77306","Conroe","TX"
"77316","Montgomery",30598,"77316","Montgomery","TX"
"77318","Willis",17518,"77318","Willis","TX"
"77320","Huntsville",37325,"77320","Huntsville","TX"
"77320","Huntsville",37325,"77348","Huntsville","TX"
"77320","Huntsville",37325,"77349","Huntsville","TX"
"77320","Huntsville",37325,"77344","Huntsville","TX"
"77320","Huntsville",37325,"77343","Huntsville","TX"
"77326","Ace",137,"77326","Ace","TX"
"77327","Cleveland",32269,"77327","Cleveland","TX"
"77328","Cleveland",17071,"77328","Cleveland","TX"
"77331","Coldspring",6953,"77331","Coldspring","TX"
"77334","Dodge",139,"77334","Dodge","TX"
"77335","Goodrich",1937,"77335","Goodrich","TX"
"77336","Huffman",14881,"77336","Huffman","TX"
"77338","Humble",45031,"77347","Humble","TX"
"77338","Humble",45031,"77338","Humble","TX"
"77339","Kingwood",43076,"77325","Kingwood","TX"
"77339","Kingwood",43076,"77339","Kingwood","TX"
"77340","Huntsville",35020,"77340","Huntsville","TX"
"77342","Huntsville",23,"77342","Huntsville","TX"
"77345","Kingwood",27258,"77345","Kingwood","TX"
"77346","Humble",71119,"77346","Humble","TX"
"77350","Leggett",264,"77350","Leggett","TX"
"77351","Livingston",37353,"77332","Dallardsville","TX"
"77351","Livingston",37353,"77399","Livingston","TX"
"77351","Livingston",37353,"77351","Livingston","TX"
"77354","Magnolia",40625,"77354","Magnolia","TX"
"77355","Magnolia",29300,"77355","Magnolia","TX"
"77355","Magnolia",29300,"77353","Magnolia","TX"
"77356","Montgomery",32136,"77356","Montgomery","TX"
"77356","Montgomery",32136,"77333","Dobbin","TX"
"77357","New Caney",30339,"77357","New Caney","TX"
"77358","New Waverly",4817,"77358","New Waverly","TX"
"77359","Oakhurst",679,"77359","Oakhurst","TX"
"77360","Onalaska",5603,"77360","Onalaska","TX"
"77362","Pinehurst",7007,"77362","Pinehurst","TX"
"77363","Plantersville",3820,"77363","Plantersville","TX"
"77364","Pointblank",2312,"77364","Pointblank","TX"
"77365","Porter",42086,"77365","Porter","TX"
"77367","Riverside",287,"77367","Riverside","TX"
"77368","Romayor",30,"77368","Romayor","TX"
"77369","Rye",736,"77369","Rye","TX"
"77371","Shepherd",7870,"77371","Shepherd","TX"
"77372","Splendora",13306,"77372","Splendora","TX"
"77373","Spring",63413,"77373","Spring","TX"
"77373","Spring",63413,"77383","Spring","TX"
"77374","Thicket",407,"77374","Thicket","TX"
"77375","Tomball",65365,"77375","Tomball","TX"
"77375","Tomball",65365,"77337","Hufsmith","TX"
"77376","Votaw",468,"77376","Votaw","TX"
"77377","Tomball",39711,"77377","Tomball","TX"
"77378","Willis",17417,"77378","Willis","TX"
"77379","Spring",84704,"77379","Spring","TX"
"77379","Spring",84704,"77391","Spring","TX"
"77380","Spring",27651,"77387","Spring","TX"
"77380","Spring",27651,"77380","Spring","TX"
"77381","Spring",35191,"77381","Spring","TX"
"77381","Spring",35191,"77393","Spring","TX"
"77382","Spring",37755,"77382","Spring","TX"
"77384","Conroe",23952,"77384","Conroe","TX"
"77385","Conroe",27801,"77385","Conroe","TX"
"77386","Spring",66058,"77386","Spring","TX"
"77388","Spring",51483,"77388","Spring","TX"
"77389","Spring",41534,"77389","Spring","TX"
"77396","Humble",61058,"77396","Humble","TX"
"77401","Bellaire",17219,"77401","Bellaire","TX"
"77401","Bellaire",17219,"77402","Bellaire","TX"
"77406","Richmond",58703,"77406","Richmond","TX"
"77407","Richmond",74657,"77407","Richmond","TX"
"77412","Altair",57,"77412","Altair","TX"
"77414","Bay City",23416,"77414","Bay City","TX"
"77414","Bay City",23416,"77404","Bay City","TX"
"77415","Cedar Lane",82,"77415","Cedar Lane","TX"
"77417","Beasley",2154,"77417","Beasley","TX"
"77418","Bellville",10037,"77418","Bellville","TX"
"77418","Bellville",10037,"77452","Kenney","TX"
"77419","Blessing",1332,"77419","Blessing","TX"
"77420","Boling",2296,"77420","Boling","TX"
"77422","Brazoria",13731,"77422","Brazoria","TX"
"77423","Brookshire",16152,"77423","Brookshire","TX"
"77426","Chappell Hill",2053,"77426","Chappell Hill","TX"
"77428","Collegeport",84,"77428","Collegeport","TX"
"77429","Cypress",94176,"77429","Cypress","TX"
"77429","Cypress",94176,"77410","Cypress","TX"
"77430","Damon",2224,"77430","Damon","TX"
"77431","Danciger",84,"77431","Danciger","TX"
"77432","Danevang",138,"77432","Danevang","TX"
"77433","Cypress",106663,"77433","Cypress","TX"
"77434","Eagle Lake",4411,"77434","Eagle Lake","TX"
"77435","East Bernard",4795,"77435","East Bernard","TX"
"77436","Egypt",131,"77436","Egypt","TX"
"77437","El Campo",17832,"77437","El Campo","TX"
"77440","Elmaton",60,"77440","Elmaton","TX"
"77441","Fulshear",23111,"77441","Fulshear","TX"
"77442","Garwood",1151,"77442","Garwood","TX"
"77443","Glen Flora",151,"77443","Glen Flora","TX"
"77444","Guy",1057,"77444","Guy","TX"
"77445","Hempstead",14160,"77445","Hempstead","TX"
"77446","Prairie View",6236,"77446","Prairie View","TX"
"77447","Hockley",20805,"77447","Hockley","TX"
"77448","Hungerford",459,"77448","Hungerford","TX"
"77449","Katy",128180,"77491","Katy","TX"
"77449","Katy",128180,"77449","Katy","TX"
"77450","Katy",72977,"77450","Katy","TX"
"77451","Kendleton",495,"77451","Kendleton","TX"
"77453","Lane City",243,"77453","Lane City","TX"
"77454","Lissie",192,"77454","Lissie","TX"
"77455","Louise",1751,"77455","Louise","TX"
"77456","Markham",1191,"77456","Markham","TX"
"77457","Matagorda",426,"77457","Matagorda","TX"
"77458","Midfield",397,"77458","Midfield","TX"
"77459","Missouri City",79731,"77459","Missouri City","TX"
"77460","Nada",52,"77460","Nada","TX"
"77461","Needville",11890,"77461","Needville","TX"
"77464","Orchard",501,"77464","Orchard","TX"
"77465","Palacios",7137,"77465","Palacios","TX"
"77466","Pattison",627,"77466","Pattison","TX"
"77467","Pierce",25,"77467","Pierce","TX"
"77468","Pledger",20,"77468","Pledger","TX"
"77469","Richmond",57925,"77469","Richmond","TX"
"77470","Rock Island",276,"77470","Rock Island","TX"
"77471","Rosenberg",42284,"77471","Rosenberg","TX"
"77473","San Felipe",39,"77473","San Felipe","TX"
"77474","Sealy",14164,"77474","Sealy","TX"
"77475","Sheridan",718,"77475","Sheridan","TX"
"77476","Simonton",601,"77476","Simonton","TX"
"77477","Stafford",35520,"77477","Stafford","TX"
"77477","Stafford",35520,"77497","Stafford","TX"
"77478","Sugar Land",24536,"77478","Sugar Land","TX"
"77478","Sugar Land",24536,"77487","Sugar Land","TX"
"77479","Sugar Land",93180,"77496","Sugar Land","TX"
"77479","Sugar Land",93180,"77479","Sugar Land","TX"
"77480","Sweeny",7911,"77480","Sweeny","TX"
"77480","Sweeny",7911,"77463","Old Ocean","TX"
"77481","Thompsons",132,"77481","Thompsons","TX"
"77482","Van Vleck",2241,"77482","Van Vleck","TX"
"77483","Wadsworth",226,"77483","Wadsworth","TX"
"77484","Waller",13449,"77484","Waller","TX"
"77485","Wallis",3657,"77485","Wallis","TX"
"77486","West Columbia",7488,"77486","West Columbia","TX"
"77488","Wharton",13861,"77488","Wharton","TX"
"77489","Missouri City",37257,"77489","Missouri City","TX"
"77493","Katy",51774,"77413","Barker","TX"
"77493","Katy",51774,"77493","Katy","TX"
"77493","Katy",51774,"77492","Katy","TX"
"77494","Katy",130872,"77494","Katy","TX"
"77498","Sugar Land",51472,"77498","Sugar Land","TX"
"77502","Pasadena",37495,"77502","Pasadena","TX"
"77502","Pasadena",37495,"77501","Pasadena","TX"
"77503","Pasadena",24956,"77503","Pasadena","TX"
"77504","Pasadena",25728,"77504","Pasadena","TX"
"77505","Pasadena",23584,"77505","Pasadena","TX"
"77505","Pasadena",23584,"77508","Pasadena","TX"
"77506","Pasadena",34431,"77506","Pasadena","TX"
"77507","Pasadena",770,"77507","Pasadena","TX"
"77510","Santa Fe",14357,"77510","Santa Fe","TX"
"77511","Alvin",51093,"77512","Alvin","TX"
"77511","Alvin",51093,"77511","Alvin","TX"
"77514","Anahuac",4926,"77514","Anahuac","TX"
"77515","Angleton",32710,"77516","Angleton","TX"
"77515","Angleton",32710,"77515","Angleton","TX"
"77517","Santa Fe",6058,"77517","Santa Fe","TX"
"77518","Bacliff",9689,"77518","Bacliff","TX"
"77519","Batson",882,"77519","Batson","TX"
"77520","Baytown",38587,"77520","Baytown","TX"
"77521","Baytown",65058,"77522","Baytown","TX"
"77521","Baytown",65058,"77521","Baytown","TX"
"77523","Baytown",27638,"77523","Baytown","TX"
"77530","Channelview",35319,"77530","Channelview","TX"
"77531","Clute",15666,"77531","Clute","TX"
"77532","Crosby",34679,"77532","Crosby","TX"
"77533","Daisetta",980,"77533","Daisetta","TX"
"77534","Danbury",2998,"77534","Danbury","TX"
"77535","Dayton",36494,"77535","Dayton","TX"
"77536","Deer Park",33693,"77536","Deer Park","TX"
"77538","Devers",809,"77538","Devers","TX"
"77539","Dickinson",48183,"77539","Dickinson","TX"
"77541","Freeport",16441,"77541","Freeport","TX"
"77541","Freeport",16441,"77542","Freeport","TX"
"77545","Fresno",26563,"77545","Fresno","TX"
"77546","Friendswood",54670,"77546","Friendswood","TX"
"77546","Friendswood",54670,"77549","Friendswood","TX"
"77547","Galena Park",9627,"77547","Galena Park","TX"
"77550","Galveston",24247,"77550","Galveston","TX"
"77550","Galveston",24247,"77553","Galveston","TX"
"77551","Galveston",22677,"77551","Galveston","TX"
"77551","Galveston",22677,"77552","Galveston","TX"
"77554","Galveston",8961,"77554","Galveston","TX"
"77555","Galveston",9,"77555","Galveston","TX"
"77560","Hankamer",960,"77560","Hankamer","TX"
"77561","Hardin",92,"77561","Hardin","TX"
"77562","Highlands",11861,"77562","Highlands","TX"
"77563","Hitchcock",9778,"77563","Hitchcock","TX"
"77564","Hull",2047,"77564","Hull","TX"
"77565","Kemah",6966,"77565","Kemah","TX"
"77566","Lake Jackson",30538,"77566","Lake Jackson","TX"
"77568","La Marque",20254,"77568","La Marque","TX"
"77571","La Porte",37018,"77572","La Porte","TX"
"77571","La Porte",37018,"77571","La Porte","TX"
"77573","League City",95256,"77573","League City","TX"
"77573","League City",95256,"77574","League City","TX"
"77575","Liberty",15768,"77575","Liberty","TX"
"77577","Liverpool",1250,"77577","Liverpool","TX"
"77578","Manvel",25228,"77578","Manvel","TX"
"77580","Mont Belvieu",99,"77580","Mont Belvieu","TX"
"77581","Pearland",49198,"77581","Pearland","TX"
"77581","Pearland",49198,"77588","Pearland","TX"
"77582","Raywood",262,"77582","Raywood","TX"
"77583","Rosharon",43113,"77583","Rosharon","TX"
"77584","Pearland",93062,"77584","Pearland","TX"
"77585","Saratoga",892,"77585","Saratoga","TX"
"77586","Seabrook",23503,"77586","Seabrook","TX"
"77587","South Houston",16179,"77587","South Houston","TX"
"77590","Texas City",30758,"77590","Texas City","TX"
"77590","Texas City",30758,"77592","Texas City","TX"
"77591","Texas City",17347,"77591","Texas City","TX"
"77597","Wallisville",734,"77597","Wallisville","TX"
"77598","Webster",25620,"77598","Webster","TX"
"77611","Bridge City",9993,"77611","Bridge City","TX"
"77612","Buna",9311,"77612","Buna","TX"
"77613","China",1293,"77613","China","TX"
"77614","Deweyville",468,"77614","Deweyville","TX"
"77615","Evadale",314,"77615","Evadale","TX"
"77616","Fred",656,"77616","Fred","TX"
"77617","Gilchrist",125,"77617","Gilchrist","TX"
"77619","Groves",17349,"77619","Groves","TX"
"77622","Hamshire",1384,"77622","Hamshire","TX"
"77623","High Island",340,"77623","High Island","TX"
"77624","Hillister",535,"77624","Hillister","TX"
"77625","Kountze",8599,"77625","Kountze","TX"
"77627","Nederland",23296,"77627","Nederland","TX"
"77629","Nome",868,"77629","Nome","TX"
"77630","Orange",29317,"77631","Orange","TX"
"77630","Orange",29317,"77630","Orange","TX"
"77630","Orange",29317,"77639","Orangefield","TX"
"77632","Orange",22487,"77632","Orange","TX"
"77632","Orange",22487,"77626","Mauriceville","TX"
"77640","Port Arthur",16618,"77641","Port Arthur","TX"
"77640","Port Arthur",16618,"77643","Port Arthur","TX"
"77640","Port Arthur",16618,"77640","Port Arthur","TX"
"77642","Port Arthur",39017,"77642","Port Arthur","TX"
"77650","Port Bolivar",2304,"77650","Port Bolivar","TX"
"77651","Port Neches",13705,"77651","Port Neches","TX"
"77655","Sabine Pass",291,"77655","Sabine Pass","TX"
"77656","Silsbee",17199,"77656","Silsbee","TX"
"77657","Lumberton",22161,"77657","Lumberton","TX"
"77659","Sour Lake",4964,"77659","Sour Lake","TX"
"77660","Spurger",1206,"77660","Spurger","TX"
"77661","Stowell",429,"77661","Stowell","TX"
"77662","Vidor",25462,"77662","Vidor","TX"
"77662","Vidor",25462,"77670","Vidor","TX"
"77663","Village Mills",1291,"77663","Village Mills","TX"
"77664","Warren",2934,"77664","Warren","TX"
"77665","Winnie",7080,"77665","Winnie","TX"
"77701","Beaumont",13232,"77704","Beaumont","TX"
"77701","Beaumont",13232,"77701","Beaumont","TX"
"77702","Beaumont",2682,"77702","Beaumont","TX"
"77703","Beaumont",13357,"77703","Beaumont","TX"
"77705","Beaumont",37950,"77710","Beaumont","TX"
"77705","Beaumont",37950,"77725","Beaumont","TX"
"77705","Beaumont",37950,"77705","Beaumont","TX"
"77706","Beaumont",29910,"77706","Beaumont","TX"
"77706","Beaumont",29910,"77726","Beaumont","TX"
"77707","Beaumont",17509,"77720","Beaumont","TX"
"77707","Beaumont",17509,"77707","Beaumont","TX"
"77708","Beaumont",12478,"77708","Beaumont","TX"
"77713","Beaumont",14408,"77713","Beaumont","TX"
"77801","Bryan",15097,"77801","Bryan","TX"
"77802","Bryan",25502,"77802","Bryan","TX"
"77802","Bryan",25502,"77805","Bryan","TX"
"77803","Bryan",30533,"77806","Bryan","TX"
"77803","Bryan",30533,"77803","Bryan","TX"
"77807","Bryan",13140,"77807","Bryan","TX"
"77808","Bryan",15217,"77862","Kurten","TX"
"77808","Bryan",15217,"77808","Bryan","TX"
"77830","Anderson",2836,"77830","Anderson","TX"
"77831","Bedias",3517,"77831","Bedias","TX"
"77833","Brenham",29431,"77834","Brenham","TX"
"77833","Brenham",29431,"77833","Brenham","TX"
"77835","Burton",2463,"77835","Burton","TX"
"77836","Caldwell",11721,"77836","Caldwell","TX"
"77836","Caldwell",11721,"77838","Chriesman","TX"
"77837","Calvert",1362,"77837","Calvert","TX"
"77840","College Station",55180,"77842","College Station","TX"
"77840","College Station",55180,"77840","College Station","TX"
"77843","College Station",8701,"77844","College Station","TX"
"77843","College Station",8701,"77841","College Station","TX"
"77843","College Station",8701,"77843","College Station","TX"
"77845","College Station",70108,"77845","College Station","TX"
"77845","College Station",70108,"77881","Wellborn","TX"
"77852","Deanville",40,"77852","Deanville","TX"
"77853","Dime Box",1116,"77853","Dime Box","TX"
"77855","Flynn",159,"77855","Flynn","TX"
"77856","Franklin",5170,"77870","New Baden","TX"
"77856","Franklin",5170,"77856","Franklin","TX"
"77857","Gause",985,"77857","Gause","TX"
"77859","Hearne",7131,"77859","Hearne","TX"
"77861","Iola",2850,"77861","Iola","TX"
"77863","Lyons",64,"77863","Lyons","TX"
"77864","Madisonville",7243,"77864","Madisonville","TX"
"77865","Marquez",1571,"77865","Marquez","TX"
"77866","Millican",36,"77866","Millican","TX"
"77867","Mumford",109,"77867","Mumford","TX"
"77868","Navasota",16647,"77868","Navasota","TX"
"77871","Normangee",3677,"77871","Normangee","TX"
"77872","North Zulch",1992,"77872","North Zulch","TX"
"77873","Richards",1450,"77873","Richards","TX"
"77875","Roans Prairie",63,"77875","Roans Prairie","TX"
"77876","Shiro",46,"77876","Shiro","TX"
"77878","Snook",602,"77878","Snook","TX"
"77879","Somerville",4994,"77879","Somerville","TX"
"77880","Washington",1922,"77880","Washington","TX"
"77882","Wheelock",45,"77882","Wheelock","TX"
"77901","Victoria",40062,"77901","Victoria","TX"
"77901","Victoria",40062,"77902","Victoria","TX"
"77904","Victoria",29646,"77903","Victoria","TX"
"77904","Victoria",29646,"77904","Victoria","TX"
"77905","Victoria",15282,"77905","Victoria","TX"
"77950","Austwell",159,"77950","Austwell","TX"
"77951","Bloomington",2246,"77951","Bloomington","TX"
"77954","Cuero",11458,"77989","Thomaston","TX"
"77954","Cuero",11458,"77954","Cuero","TX"
"77957","Edna",8730,"77957","Edna","TX"
"77960","Fannin",78,"77960","Fannin","TX"
"77961","Francitas",161,"77961","Francitas","TX"
"77962","Ganado",3425,"77962","Ganado","TX"
"77963","Goliad",5184,"77963","Goliad","TX"
"77964","Hallettsville",8233,"77964","Hallettsville","TX"
"77968","Inez",3398,"77968","Inez","TX"
"77969","La Salle",206,"77969","La Salle","TX"
"77970","La Ward",283,"77970","La Ward","TX"
"77971","Lolita",829,"77971","Lolita","TX"
"77973","Mcfaddin",47,"77973","McFaddin","TX"
"77974","Meyersville",455,"77974","Meyersville","TX"
"77975","Moulton",1753,"77975","Moulton","TX"
"77976","Nursery",68,"77976","Nursery","TX"
"77977","Placedo",667,"77977","Placedo","TX"
"77978","Point Comfort",621,"77978","Point Comfort","TX"
"77979","Port Lavaca",16782,"77979","Port Lavaca","TX"
"77982","Port O Connor",968,"77982","Port O Connor","TX"
"77983","Seadrift",1732,"77983","Seadrift","TX"
"77984","Shiner",4490,"77984","Shiner","TX"
"77986","Sublime",27,"77986","Sublime","TX"
"77987","Sweet Home",161,"77987","Sweet Home","TX"
"77988","Telferner",353,"77988","Telferner","TX"
"77990","Tivoli",661,"77990","Tivoli","TX"
"77991","Vanderbilt",428,"77991","Vanderbilt","TX"
"77993","Weesatche",166,"77993","Weesatche","TX"
"77994","Westhoff",309,"77994","Westhoff","TX"
"77995","Yoakum",9821,"77995","Yoakum","TX"
"78001","Artesia Wells",4,"78001","Artesia Wells","TX"
"78002","Atascosa",8876,"78054","Macdona","TX"
"78002","Atascosa",8876,"78002","Atascosa","TX"
"78003","Bandera",9595,"78003","Bandera","TX"
"78004","Bergheim",518,"78004","Bergheim","TX"
"78005","Bigfoot",823,"78005","Bigfoot","TX"
"78006","Boerne",40979,"78006","Boerne","TX"
"78007","Calliham",95,"78007","Calliham","TX"
"78008","Campbellton",224,"78008","Campbellton","TX"
"78009","Castroville",8715,"78009","Castroville","TX"
"78010","Center Point",3357,"78010","Center Point","TX"
"78011","Charlotte",1943,"78011","Charlotte","TX"
"78012","Christine",373,"78012","Christine","TX"
"78013","Comfort",5868,"78013","Comfort","TX"
"78014","Cotulla",5078,"78014","Cotulla","TX"
"78015","Boerne",20764,"78015","Boerne","TX"
"78016","Devine",10530,"78016","Devine","TX"
"78017","Dilley",5912,"78017","Dilley","TX"
"78019","Encinal",1483,"78019","Encinal","TX"
"78021","Fowlerton",160,"78021","Fowlerton","TX"
"78022","George West",4343,"78350","Dinero","TX"
"78022","George West",4343,"78022","George West","TX"
"78023","Helotes",30295,"78023","Helotes","TX"
"78024","Hunt",1083,"78024","Hunt","TX"
"78025","Ingram",5146,"78025","Ingram","TX"
"78026","Jourdanton",6181,"78026","Jourdanton","TX"
"78027","Kendalia",478,"78027","Kendalia","TX"
"78028","Kerrville",40789,"78028","Kerrville","TX"
"78029","Kerrville",7,"78029","Kerrville","TX"
"78039","La Coste",1795,"78039","La Coste","TX"
"78040","Laredo",36688,"78040","Laredo","TX"
"78040","Laredo",36688,"78042","Laredo","TX"
"78041","Laredo",48491,"78041","Laredo","TX"
"78043","Laredo",43473,"78043","Laredo","TX"
"78044","Laredo",200,"78044","Laredo","TX"
"78045","Laredo",65354,"78045","Laredo","TX"
"78046","Laredo",71956,"78046","Laredo","TX"
"78050","Leming",583,"78050","Leming","TX"
"78052","Lytle",7443,"78052","Lytle","TX"
"78055","Medina",1574,"78055","Medina","TX"
"78056","Mico",2116,"78056","Mico","TX"
"78057","Moore",1220,"78057","Moore","TX"
"78058","Mountain Home",1304,"78058","Mountain Home","TX"
"78059","Natalia",5724,"78059","Natalia","TX"
"78061","Pearsall",10569,"78061","Pearsall","TX"
"78062","Peggy",3,"78062","Peggy","TX"
"78063","Pipe Creek",9302,"78063","Pipe Creek","TX"
"78064","Pleasanton",15710,"78064","Pleasanton","TX"
"78065","Poteet",12048,"78065","Poteet","TX"
"78066","Rio Medina",650,"78066","Rio Medina","TX"
"78067","San Ygnacio",613,"78067","San Ygnacio","TX"
"78069","Somerset",5803,"78069","Somerset","TX"
"78070","Spring Branch",20618,"78070","Spring Branch","TX"
"78071","Three Rivers",4124,"78060","Oakville","TX"
"78071","Three Rivers",4124,"78071","Three Rivers","TX"
"78072","Tilden",420,"78072","Tilden","TX"
"78073","Von Ormy",9550,"78073","Von Ormy","TX"
"78074","Waring",101,"78074","Waring","TX"
"78075","Whitsett",103,"78075","Whitsett","TX"
"78076","Zapata",13033,"78076","Zapata","TX"
"78101","Adkins",9104,"78101","Adkins","TX"
"78102","Beeville",27289,"78102","Beeville","TX"
"78104","Beeville",47,"78104","Beeville","TX"
"78107","Berclair",309,"78107","Berclair","TX"
"78108","Cibolo",44079,"78108","Cibolo","TX"
"78109","Converse",52093,"78109","Converse","TX"
"78111","Ecleto",10,"78111","Ecleto","TX"
"78112","Elmendorf",9591,"78112","Elmendorf","TX"
"78113","Falls City",2253,"78113","Falls City","TX"
"78114","Floresville",22178,"78114","Floresville","TX"
"78116","Gillett",218,"78116","Gillett","TX"
"78117","Hobson",649,"78117","Hobson","TX"
"78118","Karnes City",4899,"78118","Karnes City","TX"
"78119","Kenedy",7048,"78119","Kenedy","TX"
"78121","La Vernia",15206,"78121","La Vernia","TX"
"78122","Leesville",354,"78122","Leesville","TX"
"78123","Mc Queeney",2291,"78123","Mc Queeney","TX"
"78124","Marion",6860,"78124","Marion","TX"
"78125","Mineral",57,"78125","Mineral","TX"
"78130","New Braunfels",88349,"78135","New Braunfels","TX"
"78130","New Braunfels",88349,"78130","New Braunfels","TX"
"78130","New Braunfels",88349,"78131","New Braunfels","TX"
"78132","New Braunfels",37475,"78132","New Braunfels","TX"
"78133","Canyon Lake",20787,"78133","Canyon Lake","TX"
"78140","Nixon",3607,"78140","Nixon","TX"
"78141","Nordheim",726,"78141","Nordheim","TX"
"78142","Normanna",119,"78142","Normanna","TX"
"78143","Pandora",77,"78143","Pandora","TX"
"78144","Panna Maria",36,"78144","Panna Maria","TX"
"78145","Pawnee",83,"78145","Pawnee","TX"
"78146","Pettus",624,"78146","Pettus","TX"
"78147","Poth",1825,"78147","Poth","TX"
"78148","Universal City",21569,"78148","Universal City","TX"
"78150","Jbsa Randolph",9,"78150","Jbsa Randolph","TX"
"78151","Runge",1299,"78151","Runge","TX"
